DATE,YEAR,TEAM T1,ML T1,SPREAD T1,TEAM T2,ML T2,SPREAD T2,TOTAL OU
310,2008,William&Mary,390.0,9.0,GeorgeMason,-470.0,-9.0,119.0
310,2008,GeorgeMason,-470.0,-9.0,William&Mary,390.0,9.0,119.0
310,2008,MiddleTennSt,575.0,11.5,SouthAlabama,-725.0,-11.5,131.0
310,2008,SouthAlabama,-725.0,-11.5,MiddleTennSt,575.0,11.5,131.0
310,2008,WesternKentucky,-505.0,-9.0,ArkansasLR,405.0,9.0,130.0
310,2008,ArkansasLR,405.0,9.0,WesternKentucky,-505.0,-9.0,130.0
310,2008,Gonzaga,-360.0,-7.5,SanDiego,300.0,7.5,128.5
310,2008,SanDiego,300.0,7.5,Gonzaga,-360.0,-7.5,128.5
310,2008,Rider,150.0,3.5,Siena,-170.0,-3.5,149.0
310,2008,Siena,-170.0,-3.5,Rider,150.0,3.5,149.0
310,2008,Elon,1200.0,16.5,Davidson,-2000.0,-16.5,127.5
310,2008,Davidson,-2000.0,-16.5,Elon,1200.0,16.5,127.5
311,2008,Pennsylvania,140.0,3.0,Princeton,-160.0,-3.0,129.5
311,2008,Princeton,-160.0,-3.0,Pennsylvania,140.0,3.0,129.5
311,2008,ClevelandState,500.0,10.0,Butler,-625.0,-10.0,120.5
311,2008,Butler,-625.0,-10.0,ClevelandState,500.0,10.0,120.5
311,2008,MiddleTennSt,370.0,9.0,WesternKentucky,-450.0,-9.0,134.5
311,2008,WesternKentucky,-450.0,-9.0,MiddleTennSt,370.0,9.0,134.5
311,2008,LouisianaTech,235.0,6.5,SanJoseState,-275.0,-6.5,133.0
311,2008,SanJoseState,-275.0,-6.5,LouisianaTech,235.0,6.5,133.0
311,2008,WeberState,140.0,3.0,NorthernArizona,-160.0,-3.0,133.0
311,2008,NorthernArizona,-160.0,-3.0,WeberState,140.0,3.0,133.0
311,2008,IdahoState,900.0,14.5,PortlandState,-1400.0,-14.5,131.0
311,2008,PortlandState,-1400.0,-14.5,IdahoState,900.0,14.5,131.0
311,2008,IUPUI,140.0,3.0,OralRoberts,-160.0,-3.0,129.0
311,2008,OralRoberts,-160.0,-3.0,IUPUI,140.0,3.0,129.0
312,2008,Syracuse,-150.0,-2.5,Villanova,130.0,2.5,146.5
312,2008,Villanova,130.0,2.5,Syracuse,-150.0,-2.5,146.5
312,2008,Providence,390.0,8.5,WestVirginia,-470.0,-8.5,139.0
312,2008,WestVirginia,-470.0,-8.5,Providence,390.0,8.5,139.0
312,2008,Cincinnati,360.0,8.5,Pittsburgh,-430.0,-8.5,128.0
312,2008,Pittsburgh,-430.0,-8.5,Cincinnati,360.0,8.5,128.0
312,2008,SetonHall,550.0,11.0,Marquette,-700.0,-11.0,148.0
312,2008,Marquette,-700.0,-11.0,SetonHall,550.0,11.0,148.0
312,2008,SaintLouis,215.0,5.5,Dayton,-255.0,-5.5,114.0
312,2008,Dayton,-255.0,-5.5,SaintLouis,215.0,5.5,114.0
312,2008,Fordham,285.0,7.0,St.Josephs,-335.0,-7.0,129.0
312,2008,St.Josephs,-335.0,-7.0,Fordham,285.0,7.0,129.0
312,2008,Duquesne,-350.0,-7.5,LaSalle,290.0,7.5,161.5
312,2008,LaSalle,290.0,7.5,Duquesne,-350.0,-7.5,161.5
312,2008,RhodeIsland,-145.0,-2.5,NCCharlotte,125.0,2.5,149.0
312,2008,NCCharlotte,125.0,2.5,RhodeIsland,-145.0,-2.5,149.0
312,2008,BallState,110.0,2.0,EasternMichigan,-130.0,-2.0,120.5
312,2008,EasternMichigan,-130.0,-2.0,BallState,110.0,2.0,120.5
312,2008,NoIllinois,235.0,6.5,CentralMichigan,-275.0,-6.5,145.5
312,2008,CentralMichigan,-275.0,-6.5,NoIllinois,235.0,6.5,145.5
312,2008,BowlingGreen,105.0,1.5,Toledo,-125.0,-1.5,124.5
312,2008,Toledo,-125.0,-1.5,BowlingGreen,105.0,1.5,124.5
312,2008,Buffalo,390.0,8.5,MiamiOhio,-470.0,-8.5,129.0
312,2008,MiamiOhio,-470.0,-8.5,Buffalo,390.0,8.5,129.0
312,2008,EastCarolina,550.0,10.5,Tulsa,-700.0,-10.5,136.5
312,2008,Tulsa,-700.0,-10.5,EastCarolina,550.0,10.5,136.5
312,2008,SMU,475.0,10.0,UTEP,-600.0,-10.0,141.5
312,2008,UTEP,-600.0,-10.0,SMU,475.0,10.0,141.5
312,2008,Tulane,135.0,3.0,Marshall,-155.0,-3.0,127.0
312,2008,Marshall,-155.0,-3.0,Tulane,135.0,3.0,127.0
312,2008,Rice,950.0,14.5,SoMississippi,-1500.0,-14.5,124.0
312,2008,SoMississippi,-1500.0,-14.5,Rice,950.0,14.5,124.0
312,2008,ColoradoState,250.0,7.0,Wyoming,-300.0,-7.0,138.5
312,2008,Wyoming,-300.0,-7.0,ColoradoState,250.0,7.0,138.5
312,2008,LongBeachState,475.0,10.0,CalIrvine,-600.0,-10.0,127.5
312,2008,CalIrvine,-600.0,-10.0,LongBeachState,475.0,10.0,127.5
312,2008,CalRiverside,150.0,3.5,CalPolySLO,-170.0,-3.5,122.5
312,2008,CalPolySLO,-170.0,-3.5,CalRiverside,150.0,3.5,122.5
312,2008,California,-135.0,-2.0,WashingtonU,115.0,2.0,152.5
312,2008,WashingtonU,115.0,2.0,California,-135.0,-2.0,152.5
312,2008,OregonState,2000.0,17.5,Arizona,-4000.0,-17.5,131.0
312,2008,Arizona,-4000.0,-17.5,OregonState,2000.0,17.5,131.0
312,2008,NorthernArizona,170.0,4.5,PortlandState,-200.0,-4.5,143.5
312,2008,PortlandState,-200.0,-4.5,NorthernArizona,170.0,4.5,143.5
312,2008,MountStMarys,140.0,3.0,SacredHeart,-160.0,-3.0,141.0
312,2008,SacredHeart,-160.0,-3.0,MountStMarys,140.0,3.0,141.0
313,2008,Villanova,240.0,6.5,Georgetown,-290.0,-6.5,124.5
313,2008,Georgetown,-290.0,-6.5,Villanova,240.0,6.5,124.5
313,2008,WestVirginia,130.0,2.5,Connecticut,-150.0,-2.5,138.5
313,2008,Connecticut,-150.0,-2.5,WestVirginia,130.0,2.5,138.5
313,2008,Pittsburgh,210.0,5.0,Louisville,-250.0,-5.0,131.5
313,2008,Louisville,-250.0,-5.0,Pittsburgh,210.0,5.0,131.5
313,2008,Marquette,-120.0,-1.0,NotreDame,100.0,1.0,148.5
313,2008,NotreDame,100.0,1.0,Marquette,-120.0,-1.0,148.5
313,2008,FloridaState,-125.0,-1.5,WakeForest,105.0,1.5,138.0
313,2008,WakeForest,105.0,1.5,FloridaState,-125.0,-1.5,138.0
313,2008,NCState,190.0,5.0,MiamiFlorida,-230.0,-5.0,136.5
313,2008,MiamiFlorida,-230.0,-5.0,NCState,190.0,5.0,136.5
313,2008,Virginia,-115.0,-1.0,GeorgiaTech,-105.0,1.0,152.0
313,2008,GeorgiaTech,-105.0,1.0,Virginia,-115.0,-1.0,152.0
313,2008,BostonCollege,180.0,4.5,Maryland,-210.0,-4.5,142.5
313,2008,Maryland,-210.0,-4.5,BostonCollege,180.0,4.5,142.5
313,2008,Dayton,500.0,9.0,Xavier,-625.0,-9.0,125.5
313,2008,Xavier,-625.0,-9.0,Dayton,500.0,9.0,125.5
313,2008,St.Josephs,-500.0,-8.5,Richmond,400.0,8.5,129.0
313,2008,Richmond,400.0,8.5,St.Josephs,-500.0,-8.5,129.0
313,2008,LaSalle,295.0,8.0,Temple,-355.0,-8.0,146.0
313,2008,Temple,-355.0,-8.0,LaSalle,295.0,8.0,146.0
313,2008,NCCharlotte,170.0,4.5,Massachusetts,-200.0,-4.5,151.0
313,2008,Massachusetts,-200.0,-4.5,NCCharlotte,170.0,4.5,151.0
313,2008,Michigan,100.0,1.0,Iowa,-120.0,-1.0,115.5
313,2008,Iowa,-120.0,-1.0,Michigan,100.0,1.0,115.5
313,2008,Illinois,-375.0,-8.0,PennState,315.0,8.0,119.0
313,2008,PennState,315.0,8.0,Illinois,-375.0,-8.0,119.0
313,2008,Northwestern,460.0,9.5,MinnesotaU,-560.0,-9.5,124.5
313,2008,MinnesotaU,-560.0,-9.5,Northwestern,460.0,9.5,124.5
313,2008,EasternMichigan,250.0,7.5,WesternMichigan,-300.0,-7.5,128.5
313,2008,WesternMichigan,-300.0,-7.5,EasternMichigan,250.0,7.5,128.5
313,2008,CentralMichigan,365.0,8.5,Akron,-435.0,-8.5,136.5
313,2008,Akron,-435.0,-8.5,CentralMichigan,365.0,8.5,136.5
313,2008,Toledo,625.0,11.5,KentState,-825.0,-11.5,121.5
313,2008,KentState,-825.0,-11.5,Toledo,625.0,11.5,121.5
313,2008,MiamiOhio,-105.0,1.0,Ohio,-115.0,-1.0,117.0
313,2008,Ohio,-115.0,-1.0,MiamiOhio,-105.0,1.0,117.0
313,2008,OklahomaState,-175.0,-3.5,TexasTech,155.0,3.5,134.0
313,2008,TexasTech,155.0,3.5,OklahomaState,-175.0,-3.5,134.0
313,2008,Colorado,355.0,8.0,Baylor,-425.0,-8.0,135.5
313,2008,Baylor,-425.0,-8.0,Colorado,355.0,8.0,135.5
313,2008,Missouri,110.0,2.0,Nebraska,-130.0,-2.0,135.5
313,2008,Nebraska,-130.0,-2.0,Missouri,110.0,2.0,135.5
313,2008,IowaState,475.0,10.0,TexasA&M,-600.0,-10.0,121.5
313,2008,TexasA&M,-600.0,-10.0,IowaState,475.0,10.0,121.5
313,2008,SouthCarolina,105.0,1.5,LSU,-125.0,-1.5,133.0
313,2008,LSU,-125.0,-1.5,SouthCarolina,105.0,1.5,133.0
313,2008,Auburn,360.0,8.0,Vanderbilt,-430.0,-8.0,147.5
313,2008,Vanderbilt,-430.0,-8.0,Auburn,360.0,8.0,147.5
313,2008,Alabama,155.0,3.5,Florida,-175.0,-3.5,147.0
313,2008,Florida,-175.0,-3.5,Alabama,155.0,3.5,147.0
313,2008,Georgia,175.0,4.5,Mississippi,-205.0,-4.5,139.0
313,2008,Mississippi,-205.0,-4.5,Georgia,175.0,4.5,139.0
313,2008,Tulsa,130.0,3.0,UAB,-150.0,-3.0,134.0
313,2008,UAB,-150.0,-3.0,Tulsa,130.0,3.0,134.0
313,2008,UTEP,175.0,4.5,HoustonU,-205.0,-4.5,154.5
313,2008,HoustonU,-205.0,-4.5,UTEP,175.0,4.5,154.5
313,2008,Tulane,4000.0,24.0,MemphisU,-8000.0,-24.0,131.0
313,2008,MemphisU,-8000.0,-24.0,Tulane,4000.0,24.0,131.0
313,2008,SoMississippi,-120.0,-1.0,CentralFlorida,100.0,1.0,133.0
313,2008,CentralFlorida,100.0,1.0,SoMississippi,-120.0,-1.0,133.0
313,2008,Hawaii,355.0,8.5,BoiseState,-425.0,-8.5,148.0
313,2008,BoiseState,-425.0,-8.5,Hawaii,355.0,8.5,148.0
313,2008,SanJoseState,600.0,10.0,UtahState,-800.0,-10.0,136.5
313,2008,UtahState,-800.0,-10.0,SanJoseState,600.0,10.0,136.5
313,2008,FresnoState,310.0,8.0,Nevada,-370.0,-8.0,141.0
313,2008,Nevada,-370.0,-8.0,FresnoState,310.0,8.0,141.0
313,2008,IdahoU,2000.0,19.5,NewMexicoState,-4000.0,-19.5,143.5
313,2008,NewMexicoState,-4000.0,-19.5,IdahoU,2000.0,19.5,143.5
313,2008,ColoradoState,2000.0,18.0,BYU,-4000.0,-18.0,134.0
313,2008,BYU,-4000.0,-18.0,ColoradoState,2000.0,18.0,134.0
313,2008,AirForce,185.0,5.0,SanDiegoState,-215.0,-5.0,111.0
313,2008,SanDiegoState,-215.0,-5.0,AirForce,185.0,5.0,111.0
313,2008,TCU,850.0,13.5,UNLV,-1300.0,-13.5,125.0
313,2008,UNLV,-1300.0,-13.5,TCU,850.0,13.5,125.0
313,2008,UtahU,165.0,4.0,NewMexico,-195.0,-4.0,128.5
313,2008,NewMexico,-195.0,-4.0,UtahU,165.0,4.0,128.5
313,2008,ArizonaState,170.0,4.5,USC,-200.0,-4.5,125.5
313,2008,USC,-200.0,-4.5,ArizonaState,170.0,4.5,125.5
313,2008,California,750.0,13.0,UCLA,-1100.0,-13.0,143.5
313,2008,UCLA,-1100.0,-13.0,California,750.0,13.0,143.5
313,2008,Oregon,160.0,4.0,WashingtonState,-190.0,-4.0,125.0
313,2008,WashingtonState,-190.0,-4.0,Oregon,160.0,4.0,125.0
313,2008,Arizona,130.0,2.5,Stanford,-150.0,-2.5,130.0
313,2008,Stanford,-150.0,-2.5,Arizona,130.0,2.5,130.0
313,2008,CalRiverside,850.0,14.0,CSFullerton,-1300.0,-14.0,138.0
313,2008,CSFullerton,-1300.0,-14.0,CalRiverside,850.0,14.0,138.0
313,2008,CalIrvine,105.0,1.5,Pacific,-125.0,-1.5,129.5
313,2008,Pacific,-125.0,-1.5,CalIrvine,105.0,1.5,129.5
314,2008,FloridaState,1100.0,13.5,NorthCarolina,-1800.0,-13.5,151.5
314,2008,NorthCarolina,-1800.0,-13.5,FloridaState,1100.0,13.5,151.5
314,2008,MiamiFlorida,-105.0,1.0,VirginiaTech,-115.0,-1.0,134.0
314,2008,VirginiaTech,-115.0,-1.0,MiamiFlorida,-105.0,1.0,134.0
314,2008,GeorgiaTech,600.0,11.0,Duke,-800.0,-11.0,154.5
314,2008,Duke,-800.0,-11.0,GeorgiaTech,600.0,11.0,154.5
314,2008,BostonCollege,400.0,9.0,Clemson,-500.0,-9.0,140.0
314,2008,Clemson,-500.0,-9.0,BostonCollege,400.0,9.0,140.0
314,2008,Michigan,800.0,13.0,Wisconsin,-1200.0,-13.0,121.0
314,2008,Wisconsin,-1200.0,-13.0,Michigan,800.0,13.0,121.0
314,2008,OhioState,175.0,4.5,MichiganState,-205.0,-4.5,125.5
314,2008,MichiganState,-205.0,-4.5,OhioState,175.0,4.5,125.5
314,2008,Illinois,195.0,5.0,Purdue,-235.0,-5.0,121.5
314,2008,Purdue,-235.0,-5.0,Illinois,195.0,5.0,121.5
314,2008,MinnesotaU,270.0,6.5,IndianaU,-320.0,-6.5,135.5
314,2008,IndianaU,-320.0,-6.5,MinnesotaU,270.0,6.5,135.5
314,2008,OklahomaState,275.0,7.0,Texas,-325.0,-7.0,131.5
314,2008,Texas,-325.0,-7.0,OklahomaState,275.0,7.0,131.5
314,2008,Colorado,370.0,9.0,Oklahoma,-450.0,-9.0,119.5
314,2008,Oklahoma,-450.0,-9.0,Colorado,370.0,9.0,119.5
314,2008,Nebraska,1500.0,14.5,Kansas,-3000.0,-14.5,129.5
314,2008,Kansas,-3000.0,-14.5,Nebraska,1500.0,14.5,129.5
314,2008,TexasA&M,105.0,1.5,KansasState,-125.0,-1.5,135.5
314,2008,KansasState,-125.0,-1.5,TexasA&M,105.0,1.5,135.5
314,2008,SouthCarolina,800.0,13.0,Tennessee,-1200.0,-13.0,146.5
314,2008,Tennessee,-1200.0,-13.0,SouthCarolina,800.0,13.0,146.5
314,2008,Vanderbilt,105.0,1.5,Arkansas,-125.0,-1.5,142.5
314,2008,Arkansas,-125.0,-1.5,Vanderbilt,105.0,1.5,142.5
314,2008,Alabama,225.0,6.0,MississippiSt,-265.0,-6.0,140.0
314,2008,MississippiSt,-265.0,-6.0,Alabama,225.0,6.0,140.0
314,2008,SoMississippi,3000.0,19.5,MemphisU,-6000.0,-19.5,134.5
314,2008,MemphisU,-6000.0,-19.5,SoMississippi,3000.0,19.5,134.5
314,2008,Tulsa,-135.0,-2.0,UTEP,115.0,2.0,139.5
314,2008,UTEP,115.0,2.0,Tulsa,-135.0,-2.0,139.5
314,2008,St.Josephs,200.0,5.5,Xavier,-240.0,-5.5,134.5
314,2008,Xavier,-240.0,-5.5,St.Josephs,200.0,5.5,134.5
314,2008,NCCharlotte,115.0,2.0,Temple,-135.0,-2.0,136.5
314,2008,Temple,-135.0,-2.0,NCCharlotte,115.0,2.0,136.5
314,2008,WestVirginia,140.0,3.0,Georgetown,-160.0,-3.0,121.5
314,2008,Georgetown,-160.0,-3.0,WestVirginia,140.0,3.0,121.5
314,2008,Pittsburgh,115.0,2.0,Marquette,-135.0,-2.0,134.5
314,2008,Marquette,-135.0,-2.0,Pittsburgh,115.0,2.0,134.5
314,2008,Akron,-130.0,-2.0,WesternMichigan,110.0,2.0,128.0
314,2008,WesternMichigan,110.0,2.0,Akron,-130.0,-2.0,128.0
314,2008,MiamiOhio,155.0,3.5,KentState,-175.0,-3.5,119.0
314,2008,KentState,-175.0,-3.5,MiamiOhio,155.0,3.5,119.0
314,2008,BoiseState,140.0,3.0,UtahState,-160.0,-3.0,150.5
314,2008,UtahState,-160.0,-3.0,BoiseState,140.0,3.0,150.5
314,2008,Nevada,205.0,5.5,NewMexicoState,-245.0,-5.5,152.5
314,2008,NewMexicoState,-245.0,-5.5,Nevada,205.0,5.5,152.5
314,2008,CalIrvine,150.0,3.5,CalSantaBarb,-170.0,-3.5,125.5
314,2008,CalSantaBarb,-170.0,-3.5,CalIrvine,150.0,3.5,125.5
314,2008,CSFullerton,-170.0,-3.5,CSNorthridge,150.0,3.5,157.5
314,2008,CSNorthridge,150.0,3.5,CSFullerton,-170.0,-3.5,157.5
314,2008,SanDiegoState,270.0,6.5,BYU,-320.0,-6.5,131.0
314,2008,BYU,-320.0,-6.5,SanDiegoState,270.0,6.5,131.0
314,2008,UtahU,185.0,4.5,UNLV,-215.0,-4.5,128.5
314,2008,UNLV,-215.0,-4.5,UtahU,185.0,4.5,128.5
314,2008,USC,400.0,8.0,UCLA,-500.0,-8.0,128.5
314,2008,UCLA,-500.0,-8.0,USC,400.0,8.0,128.5
314,2008,WashingtonState,125.0,2.5,Stanford,-145.0,-2.5,114.5
314,2008,Stanford,-145.0,-2.5,WashingtonState,125.0,2.5,114.5
314,2008,Colgate,250.0,6.5,American,-300.0,-6.5,123.0
314,2008,American,-300.0,-6.5,Colgate,250.0,6.5,123.0
315,2008,Tulsa,2000.0,17.5,MemphisU,-4000.0,-17.5,132.5
315,2008,MemphisU,-4000.0,-17.5,Tulsa,2000.0,17.5,132.5
315,2008,Arkansas,225.0,6.0,Tennessee,-265.0,-6.0,148.0
315,2008,Tennessee,-265.0,-6.0,Arkansas,225.0,6.0,148.0
315,2008,Georgia,700.0,10.0,MississippiSt,-1000.0,-10.0,129.0
315,2008,MississippiSt,-1000.0,-10.0,Georgia,700.0,10.0,129.0
315,2008,VirginiaTech,750.0,11.0,NorthCarolina,-1100.0,-11.0,146.5
315,2008,NorthCarolina,-1100.0,-11.0,VirginiaTech,750.0,11.0,146.5
315,2008,Clemson,170.0,4.0,Duke,-200.0,-4.0,151.0
315,2008,Duke,-200.0,-4.0,Clemson,170.0,4.0,151.0
315,2008,MichiganState,140.0,3.0,Wisconsin,-160.0,-3.0,118.5
315,2008,Wisconsin,-160.0,-3.0,MichiganState,140.0,3.0,118.5
315,2008,Illinois,-135.0,-2.0,MinnesotaU,115.0,2.0,120.0
315,2008,MinnesotaU,115.0,2.0,Illinois,-135.0,-2.0,120.0
315,2008,Oklahoma,220.0,5.5,Texas,-260.0,-5.5,128.0
315,2008,Texas,-260.0,-5.5,Oklahoma,220.0,5.5,128.0
315,2008,TexasA&M,625.0,11.0,Kansas,-825.0,-11.0,129.0
315,2008,Kansas,-825.0,-11.0,TexasA&M,625.0,11.0,129.0
315,2008,St.Josephs,-140.0,-2.0,Temple,120.0,2.0,133.5
315,2008,Temple,120.0,2.0,St.Josephs,-140.0,-2.0,133.5
315,2008,Stanford,155.0,3.5,UCLA,-175.0,-3.5,128.0
315,2008,UCLA,-175.0,-3.5,Stanford,155.0,3.5,128.0
315,2008,Akron,120.0,2.5,KentState,-140.0,-2.5,126.0
315,2008,KentState,-140.0,-2.5,Akron,120.0,2.5,126.0
315,2008,BYU,100.0,1.0,UNLV,-120.0,-1.0,129.5
315,2008,UNLV,-120.0,-1.0,BYU,100.0,1.0,129.5
315,2008,Pittsburgh,210.0,5.0,Georgetown,-250.0,-5.0,124.5
315,2008,Georgetown,-250.0,-5.0,Pittsburgh,210.0,5.0,124.5
315,2008,BoiseState,250.0,7.5,NewMexicoState,-300.0,-7.5,158.0
315,2008,NewMexicoState,-300.0,-7.5,BoiseState,250.0,7.5,158.0
315,2008,CalIrvine,220.0,6.0,CSFullerton,-260.0,-6.0,142.0
315,2008,CSFullerton,-260.0,-6.0,CalIrvine,220.0,6.0,142.0
315,2008,Hartford,370.0,9.0,MDBaltimoreCo,-450.0,-9.0,137.5
315,2008,MDBaltimoreCo,-450.0,-9.0,Hartford,370.0,9.0,137.5
315,2008,JacksonState,115.0,2.0,MissValleySt,-135.0,-2.0,130.5
315,2008,MissValleySt,-135.0,-2.0,JacksonState,115.0,2.0,130.5
315,2008,CoppinState,235.0,6.5,MorganState,-275.0,-6.5,117.5
315,2008,MorganState,-275.0,-6.5,CoppinState,235.0,6.5,117.5
315,2008,Georgia,150.0,3.5,Kentucky,-170.0,-3.5,124.5
315,2008,Kentucky,-170.0,-3.5,Georgia,150.0,3.5,124.5
316,2008,Clemson,200.0,5.0,NorthCarolina,-240.0,-5.0,155.5
316,2008,NorthCarolina,-240.0,-5.0,Clemson,200.0,5.0,155.5
316,2008,Georgia,320.0,8.5,Arkansas,-400.0,-8.5,131.5
316,2008,Arkansas,-400.0,-8.5,Georgia,320.0,8.5,131.5
316,2008,Kansas,-290.0,-6.5,Texas,245.0,6.5,140.0
316,2008,Texas,245.0,6.5,Kansas,-290.0,-6.5,140.0
316,2008,Illinois,280.0,7.0,Wisconsin,-340.0,-7.0,113.0
316,2008,Wisconsin,-340.0,-7.0,Illinois,280.0,7.0,113.0
316,2008,TexasArlington,-135.0,-2.0,NorthwesternSt,115.0,2.0,150.5
316,2008,NorthwesternSt,115.0,2.0,TexasArlington,-135.0,-2.0,150.5
318,2008,CoppinState,315.0,7.0,MountStMarys,-375.0,-7.0,124.0
318,2008,MountStMarys,-375.0,-7.0,CoppinState,315.0,7.0,124.0
318,2008,StephenAustin,390.0,9.0,Massachusetts,-470.0,-9.0,137.0
318,2008,Massachusetts,-470.0,-9.0,StephenAustin,390.0,9.0,137.0
318,2008,NCAsheville,1000.0,14.5,OhioState,-1600.0,-14.5,132.0
318,2008,OhioState,-1600.0,-14.5,NCAsheville,1000.0,14.5,132.0
318,2008,RobertMorris,1000.0,14.0,Syracuse,-1600.0,-14.0,152.0
318,2008,Syracuse,-1600.0,-14.0,RobertMorris,1000.0,14.0,152.0
318,2008,Akron,265.0,7.0,FloridaState,-315.0,-7.0,133.5
318,2008,FloridaState,-315.0,-7.0,Akron,265.0,7.0,133.5
318,2008,OklahomaState,170.0,4.5,SoIllinois,-200.0,-4.5,120.5
318,2008,SoIllinois,-200.0,-4.5,OklahomaState,170.0,4.5,120.5
318,2008,Maryland,135.0,2.5,MinnesotaU,-155.0,-2.5,139.0
318,2008,MinnesotaU,-155.0,-2.5,Maryland,135.0,2.5,139.0
318,2008,RhodeIsland,240.0,6.5,Creighton,-290.0,-6.5,151.5
318,2008,Creighton,-290.0,-6.5,RhodeIsland,240.0,6.5,151.5
318,2008,AlabamaState,1500.0,17.0,ArizonaState,-2600.0,-17.0,129.0
318,2008,ArizonaState,-2600.0,-17.0,AlabamaState,1500.0,17.0,129.0
318,2008,Richmond,575.0,11.5,Virginia,-725.0,-11.5,137.5
318,2008,Virginia,-725.0,-11.5,Richmond,575.0,11.5,137.5
318,2008,Brown,340.0,8.5,Ohio,-410.0,-8.5,131.5
318,2008,Ohio,-410.0,-8.5,Brown,340.0,8.5,131.5
318,2008,Rider,215.0,6.0,OldDominion,-255.0,-6.0,142.0
318,2008,OldDominion,-255.0,-6.0,Rider,215.0,6.0,142.0
318,2008,HoustonU,160.0,4.0,Nevada,-190.0,-4.0,155.0
318,2008,Nevada,-190.0,-4.0,HoustonU,160.0,4.0,155.0
319,2008,ClevelandState,260.0,7.0,Dayton,-310.0,-7.0,127.5
319,2008,Dayton,-310.0,-7.0,ClevelandState,260.0,7.0,127.5
319,2008,MorganState,1200.0,16.0,VirginiaTech,-2000.0,-16.0,124.5
319,2008,VirginiaTech,-2000.0,-16.0,MorganState,1200.0,16.0,124.5
319,2008,UAB,190.0,5.0,VaCommonwealth,-230.0,-5.0,132.0
319,2008,VaCommonwealth,-230.0,-5.0,UAB,190.0,5.0,132.0
319,2008,CalSantaBarb,650.0,12.0,Mississippi,-900.0,-12.0,145.5
319,2008,Mississippi,-900.0,-12.0,CalSantaBarb,650.0,12.0,145.5
319,2008,SanDiegoState,590.0,10.0,Florida,-740.0,-10.0,137.5
319,2008,Florida,-740.0,-10.0,SanDiegoState,590.0,10.0,137.5
319,2008,NCCharlotte,345.0,8.5,Nebraska,-415.0,-8.5,126.0
319,2008,Nebraska,-415.0,-8.5,NCCharlotte,345.0,8.5,126.0
319,2008,UtahState,315.0,8.0,IllinoisState,-375.0,-8.0,132.0
319,2008,IllinoisState,-375.0,-8.0,UtahState,315.0,8.0,132.0
319,2008,NewMexico,140.0,3.0,California,-160.0,-3.0,151.5
319,2008,California,-160.0,-3.0,NewMexico,140.0,3.0,151.5
319,2008,Cincinnati,230.0,6.0,Bradley,-270.0,-6.0,139.5
319,2008,Bradley,-270.0,-6.0,Cincinnati,230.0,6.0,139.5
319,2008,MiamiOhio,185.0,4.5,Tulsa,-215.0,-4.5,120.0
319,2008,Tulsa,-215.0,-4.5,MiamiOhio,185.0,4.5,120.0
319,2008,UtahU,115.0,2.0,UTEP,-135.0,-2.0,142.0
319,2008,UTEP,-135.0,-2.0,UtahU,115.0,2.0,142.0
319,2008,Valparaiso,425.0,9.5,WashingtonU,-525.0,-9.5,145.0
319,2008,WashingtonU,-525.0,-9.5,Valparaiso,425.0,9.5,145.0
320,2008,Belmont,2250.0,20.0,Duke,-4500.0,-20.0,157.5
320,2008,Duke,-4500.0,-20.0,Belmont,2250.0,20.0,157.5
320,2008,Arizona,115.0,2.0,WestVirginia,-135.0,-2.0,138.5
320,2008,WestVirginia,-135.0,-2.0,Arizona,115.0,2.0,138.5
320,2008,Georgia,395.0,9.0,Xavier,-475.0,-9.0,129.5
320,2008,Xavier,-475.0,-9.0,Georgia,395.0,9.0,129.5
320,2008,Baylor,125.0,2.5,Purdue,-145.0,-2.5,145.5
320,2008,Purdue,-145.0,-2.5,Baylor,125.0,2.5,145.5
320,2008,PortlandState,2500.0,21.0,Kansas,-5000.0,-21.0,145.5
320,2008,Kansas,-5000.0,-21.0,PortlandState,2500.0,21.0,145.5
320,2008,KentState,-125.0,-1.5,UNLV,105.0,1.5,128.5
320,2008,UNLV,105.0,1.5,KentState,-125.0,-1.5,128.5
320,2008,CSFullerton,650.0,12.0,Wisconsin,-900.0,-12.0,137.5
320,2008,Wisconsin,-900.0,-12.0,CSFullerton,650.0,12.0,137.5
320,2008,KansasState,140.0,3.0,USC,-160.0,-3.0,139.5
320,2008,USC,-160.0,-3.0,KansasState,140.0,3.0,139.5
320,2008,GeorgeMason,250.0,6.5,NotreDame,-300.0,-6.5,143.0
320,2008,NotreDame,-300.0,-6.5,GeorgeMason,250.0,6.5,143.0
320,2008,Winthrop,425.0,9.5,WashingtonState,-525.0,-9.5,113.0
320,2008,WashingtonState,-525.0,-9.5,Winthrop,425.0,9.5,113.0
320,2008,Temple,250.0,6.5,MichiganState,-300.0,-6.5,133.5
320,2008,MichiganState,-300.0,-6.5,Temple,250.0,6.5,133.5
320,2008,OralRoberts,345.0,8.0,Pittsburgh,-415.0,-8.0,129.0
320,2008,Pittsburgh,-415.0,-8.0,OralRoberts,345.0,8.0,129.0
320,2008,Cornell,1500.0,15.5,Stanford,-3000.0,-15.5,139.0
320,2008,Stanford,-3000.0,-15.5,Cornell,1500.0,15.5,139.0
320,2008,Kentucky,235.0,6.0,Marquette,-275.0,-6.0,128.0
320,2008,Marquette,-275.0,-6.0,Kentucky,235.0,6.0,128.0
