YEAR T1,TEAM T1,SEED T1,KADJ O T1,KADJ D T1,KADJ EM T1,BARTHAG T1,WIN% T1,EXP T1,TALENT T1,ELITE SOS T1,KADJ T T1,BADJ T T1,TOV% T1,TOV%D T1,OREB% T1,DREB% T1,3PTR T1,3PT% T1,YEAR T2,TEAM T2,SEED T2,KADJ O T2,KADJ D T2,KADJ EM T2,BARTHAG T2,WIN% T2,EXP T2,TALENT T2,ELITE SOS T2,KADJ T T2,BADJ T T2,TOV% T2,TOV%D T2,OREB% T2,DREB% T2,3PTR T2,3PT% T2,WINNER
2023,Gonzaga,3,124.004,99.6937,24.3101,0.925,84.375,2.291,76.992,26.846,70.0663,70.7,14.6,18.8,31.1,74.0,32.8,38.4,2023,UCLA,2,114.875,87.2423,27.6323,0.951,85.29411765,1.868,83.585,28.811,66.2741,67.0,15.3,23.6,33.7,72.4,29.1,34.7,0
2023,UCLA,2,114.875,87.2423,27.6323,0.951,85.29411765,1.868,83.585,28.811,66.2741,67.0,15.3,23.6,33.7,72.4,29.1,34.7,2023,Gonzaga,3,124.004,99.6937,24.3101,0.925,84.375,2.291,76.992,26.846,70.0663,70.7,14.6,18.8,31.1,74.0,32.8,38.4,1
2023,San Diego St.,5,111.929,91.6744,20.2549,0.919,81.25,2.718,37.236,25.602,66.009,66.8,17.6,19.6,31.7,74.2,34.9,34.4,2023,Creighton,6,114.621,93.9665,20.6545,0.913,63.63636364,1.549,67.359,32.269,67.9808,68.6,16.6,14.3,25.5,76.7,42.0,36.0,0
2023,Creighton,6,114.621,93.9665,20.6545,0.913,63.63636364,1.549,67.359,32.269,67.9808,68.6,16.6,14.3,25.5,76.7,42.0,36.0,2023,San Diego St.,5,111.929,91.6744,20.2549,0.919,81.25,2.718,37.236,25.602,66.009,66.8,17.6,19.6,31.7,74.2,34.9,34.4,1
2023,Florida Atlantic,9,114.275,96.0455,18.2298,0.874,90.625,2.036,17.083,16.095,68.4356,68.9,16.7,18.3,30.4,75.5,43.8,37.2,2023,Kansas St.,3,112.516,94.2021,18.3143,0.875,71.875,2.51,48.155,30.879,70.2112,70.7,20.0,20.7,31.1,70.8,36.3,34.0,0
2023,Kansas St.,3,112.516,94.2021,18.3143,0.875,71.875,2.51,48.155,30.879,70.2112,70.7,20.0,20.7,31.1,70.8,36.3,34.0,2023,Florida Atlantic,9,114.275,96.0455,18.2298,0.874,90.625,2.036,17.083,16.095,68.4356,68.9,16.7,18.3,30.4,75.5,43.8,37.2,1
2023,Miami FL,5,118.233,103.319,14.9148,0.842,78.125,2.099,44.964,23.676,68.8527,69.5,16.4,18.1,32.0,71.0,34.6,36.8,2023,Texas,2,116.581,92.0106,24.5707,0.929,76.47058824,2.221,67.877,34.531,69.1219,69.5,16.5,22.8,28.3,70.6,35.0,33.9,0
2023,Texas,2,116.581,92.0106,24.5707,0.929,76.47058824,2.221,67.877,34.531,69.1219,69.5,16.5,22.8,28.3,70.6,35.0,33.9,2023,Miami FL,5,118.233,103.319,14.9148,0.842,78.125,2.099,44.964,23.676,68.8527,69.5,16.4,18.1,32.0,71.0,34.6,36.8,1
2023,Connecticut,4,119.437,94.0686,25.3686,0.947,75.75757576,1.724,62.486,29.244,66.6901,67.7,18.9,19.4,39.2,73.8,42.0,35.7,2023,Gonzaga,3,124.004,99.6937,24.3101,0.925,84.375,2.291,76.992,26.846,70.0663,70.7,14.6,18.8,31.1,74.0,32.8,38.4,0
2023,Gonzaga,3,124.004,99.6937,24.3101,0.925,84.375,2.291,76.992,26.846,70.0663,70.7,14.6,18.8,31.1,74.0,32.8,38.4,2023,Connecticut,4,119.437,94.0686,25.3686,0.947,75.75757576,1.724,62.486,29.244,66.6901,67.7,18.9,19.4,39.2,73.8,42.0,35.7,1
2023,San Diego St.,5,111.929,91.6744,20.2549,0.919,81.25,2.718,37.236,25.602,66.009,66.8,17.6,19.6,31.7,74.2,34.9,34.4,2023,Florida Atlantic,9,114.275,96.0455,18.2298,0.874,90.625,2.036,17.083,16.095,68.4356,68.9,16.7,18.3,30.4,75.5,43.8,37.2,0
2023,Florida Atlantic,9,114.275,96.0455,18.2298,0.874,90.625,2.036,17.083,16.095,68.4356,68.9,16.7,18.3,30.4,75.5,43.8,37.2,2023,San Diego St.,5,111.929,91.6744,20.2549,0.919,81.25,2.718,37.236,25.602,66.009,66.8,17.6,19.6,31.7,74.2,34.9,34.4,1
2023,Miami FL,5,118.233,103.319,14.9148,0.842,78.125,2.099,44.964,23.676,68.8527,69.5,16.4,18.1,32.0,71.0,34.6,36.8,2023,Connecticut,4,119.437,94.0686,25.3686,0.947,75.75757576,1.724,62.486,29.244,66.6901,67.7,18.9,19.4,39.2,73.8,42.0,35.7,1
2023,Connecticut,4,119.437,94.0686,25.3686,0.947,75.75757576,1.724,62.486,29.244,66.6901,67.7,18.9,19.4,39.2,73.8,42.0,35.7,2023,Miami FL,5,118.233,103.319,14.9148,0.842,78.125,2.099,44.964,23.676,68.8527,69.5,16.4,18.1,32.0,71.0,34.6,36.8,0
2023,San Diego St.,5,111.929,91.6744,20.2549,0.919,81.25,2.718,37.236,25.602,66.009,66.8,17.6,19.6,31.7,74.2,34.9,34.4,2023,Connecticut,4,119.437,94.0686,25.3686,0.947,75.75757576,1.724,62.486,29.244,66.6901,67.7,18.9,19.4,39.2,73.8,42.0,35.7,1
2023,Connecticut,4,119.437,94.0686,25.3686,0.947,75.75757576,1.724,62.486,29.244,66.6901,67.7,18.9,19.4,39.2,73.8,42.0,35.7,2023,San Diego St.,5,111.929,91.6744,20.2549,0.919,81.25,2.718,37.236,25.602,66.009,66.8,17.6,19.6,31.7,74.2,34.9,34.4,0
2022,Gonzaga,1,121.805,88.836,32.9688,0.973,89.65517,1.559,86.976,24.951,72.4831,73.8,15.9,17.0,29.0,77.0,35.4,37.9,2022,Georgia St.,16,101.532,99.6875,1.84485,0.54,60.0,2.162,28.01,12.187,67.1142,68.2,16.9,22.7,32.8,69.3,36.9,32.3,0
2022,Georgia St.,16,101.532,99.6875,1.84485,0.54,60.0,2.162,28.01,12.187,67.1142,68.2,16.9,22.7,32.8,69.3,36.9,32.3,2022,Gonzaga,1,121.805,88.836,32.9688,0.973,89.65517,1.559,86.976,24.951,72.4831,73.8,15.9,17.0,29.0,77.0,35.4,37.9,1
2022,Boise St.,8,108.443,92.0306,16.412,0.851,78.78788,2.402,32.117,21.555,64.6171,65.7,18.5,20.1,30.6,78.1,38.6,34.1,2022,Memphis,9,110.368,94.1479,16.2198,0.875,67.74194,1.725,80.073,26.062,70.2976,71.5,22.9,20.9,37.5,69.0,30.8,35.9,1
2022,Memphis,9,110.368,94.1479,16.2198,0.875,67.74194,1.725,80.073,26.062,70.2976,71.5,22.9,20.9,37.5,69.0,30.8,35.9,2022,Boise St.,8,108.443,92.0306,16.412,0.851,78.78788,2.402,32.117,21.555,64.6171,65.7,18.5,20.1,30.6,78.1,38.6,34.1,0
2022,Connecticut,5,113.924,94.5963,19.3281,0.879,71.875,2.112,54.692,27.203,64.8837,66.2,17.4,18.0,38.0,72.5,34.2,35.3,2022,New Mexico St.,12,107.805,97.7021,10.1026,0.726,79.31034,2.364,16.577,14.913,66.1724,67.3,20.7,16.9,33.3,73.8,41.1,33.0,1
2022,New Mexico St.,12,107.805,97.7021,10.1026,0.726,79.31034,2.364,16.577,14.913,66.1724,67.3,20.7,16.9,33.3,73.8,41.1,33.0,2022,Connecticut,5,113.924,94.5963,19.3281,0.879,71.875,2.112,54.692,27.203,64.8837,66.2,17.4,18.0,38.0,72.5,34.2,35.3,0
2022,Arkansas,4,111.072,92.0511,19.0214,0.88,75.75758,2.292,47.294,27.25,70.59,71.7,17.4,20.6,30.9,74.2,34.3,30.7,2022,Vermont,13,110.775,97.7084,13.0669,0.778,84.375,2.807,4.679,8.437,64.9527,65.9,14.9,17.1,24.0,81.4,43.1,36.8,0
2022,Vermont,13,110.775,97.7084,13.0669,0.778,84.375,2.807,4.679,8.437,64.9527,65.9,14.9,17.1,24.0,81.4,43.1,36.8,2022,Arkansas,4,111.072,92.0511,19.0214,0.88,75.75758,2.292,47.294,27.25,70.59,71.7,17.4,20.6,30.9,74.2,34.3,30.7,1
2022,Alabama,6,116.098,98.7358,17.3625,0.872,59.375,1.646,62.2,34.827,71.7144,72.8,19.8,17.7,35.5,69.3,48.0,30.8,2022,Notre Dame,11,111.997,98.3632,13.6336,0.836,67.74194,2.393,72.248,27.584,65.7294,66.6,15.5,15.0,22.1,76.0,43.1,37.8,1
2022,Notre Dame,11,111.997,98.3632,13.6336,0.836,67.74194,2.393,72.248,27.584,65.7294,66.6,15.5,15.0,22.1,76.0,43.1,37.8,2022,Alabama,6,116.098,98.7358,17.3625,0.872,59.375,1.646,62.2,34.827,71.7144,72.8,19.8,17.7,35.5,69.3,48.0,30.8,0
2022,Texas Tech,3,109.701,85.0595,24.641,0.943,73.52941,2.456,22.03,35.796,66.455,67.4,20.3,23.6,33.3,73.9,34.4,31.4,2022,Montana St.,14,104.531,100.723,3.80856,0.562,78.125,1.961,7.356,7.984,67.294,68.0,18.5,18.3,26.7,76.7,36.0,37.2,0
2022,Montana St.,14,104.531,100.723,3.80856,0.562,78.125,1.961,7.356,7.984,67.294,68.0,18.5,18.3,26.7,76.7,36.0,37.2,2022,Texas Tech,3,109.701,85.0595,24.641,0.943,73.52941,2.456,22.03,35.796,66.455,67.4,20.3,23.6,33.3,73.9,34.4,31.4,1
2022,Michigan St.,7,111.275,96.4032,14.8717,0.848,64.70588,1.746,75.799,32.331,67.5067,68.7,19.2,15.3,30.7,73.0,33.4,37.8,2022,Davidson,10,116.781,101.978,14.8028,0.818,81.25,2.001,36.235,16.861,64.6212,65.7,14.8,16.9,23.6,77.8,41.1,38.4,0
2022,Davidson,10,116.781,101.978,14.8028,0.818,81.25,2.001,36.235,16.861,64.6212,65.7,14.8,16.9,23.6,77.8,41.1,38.4,2022,Michigan St.,7,111.275,96.4032,14.8717,0.848,64.70588,1.746,75.799,32.331,67.5067,68.7,19.2,15.3,30.7,73.0,33.4,37.8,1
2022,Duke,2,119.363,95.6508,23.7124,0.943,82.35294,0.988,91.521,28.364,67.3866,68.7,14.9,16.1,31.9,71.5,36.6,36.8,2022,Cal St. Fullerton,15,104.656,102.553,2.10306,0.466,65.51724,2.33,12.413,10.89,65.9926,67.1,18.1,20.2,29.0,72.0,30.0,33.5,0
2022,Cal St. Fullerton,15,104.656,102.553,2.10306,0.466,65.51724,2.33,12.413,10.89,65.9926,67.1,18.1,20.2,29.0,72.0,30.0,33.5,2022,Duke,2,119.363,95.6508,23.7124,0.943,82.35294,0.988,91.521,28.364,67.3866,68.7,14.9,16.1,31.9,71.5,36.6,36.8,1
2022,Baylor,1,117.874,91.5538,26.3204,0.952,81.25,1.781,55.889,35.472,67.2084,68.6,18.2,22.9,36.3,71.6,37.7,34.6,2022,Norfolk St.,16,102.43,102.285,0.14543,0.438,77.77778,2.43,7.809,6.905,66.9322,68.2,19.9,18.5,29.8,72.8,35.8,34.5,0
2022,Norfolk St.,16,102.43,102.285,0.14543,0.438,77.77778,2.43,7.809,6.905,66.9322,68.2,19.9,18.5,29.8,72.8,35.8,34.5,2022,Baylor,1,117.874,91.5538,26.3204,0.952,81.25,1.781,55.889,35.472,67.2084,68.6,18.2,22.9,36.3,71.6,37.7,34.6,1
2022,North Carolina,8,113.057,97.0108,16.0459,0.866,72.72727,1.742,87.453,29.665,70.1492,71.2,16.5,14.1,30.4,79.2,37.4,36.2,2022,Marquette,9,109.787,95.785,14.0024,0.807,61.29032,1.239,58.313,29.119,70.6644,72.1,17.3,19.1,22.4,68.6,41.7,34.7,0
2022,Marquette,9,109.787,95.785,14.0024,0.807,61.29032,1.239,58.313,29.119,70.6644,72.1,17.3,19.1,22.4,68.6,41.7,34.7,2022,North Carolina,8,113.057,97.0108,16.0459,0.866,72.72727,1.742,87.453,29.665,70.1492,71.2,16.5,14.1,30.4,79.2,37.4,36.2,1
2022,Saint Mary's,5,109.764,89.9554,19.8082,0.887,77.41935,2.27,32.634,25.887,63.493,64.8,17.1,19.5,27.3,78.1,36.1,35.1,2022,Indiana,12,107.558,92.6213,14.9367,0.884,60.60606,2.053,72.37,29.313,66.9603,68.2,17.3,17.4,26.9,75.0,31.8,33.9,0
2022,Indiana,12,107.558,92.6213,14.9367,0.884,60.60606,2.053,72.37,29.313,66.9603,68.2,17.3,17.4,26.9,75.0,31.8,33.9,2022,Saint Mary's,5,109.764,89.9554,19.8082,0.887,77.41935,2.27,32.634,25.887,63.493,64.8,17.1,19.5,27.3,78.1,36.1,35.1,1
2022,UCLA,4,116.076,91.2287,24.8472,0.933,78.125,2.209,79.66,27.038,65.5444,66.8,13.4,19.7,31.9,75.2,31.5,35.2,2022,Akron,13,106.151,102.661,3.48951,0.558,70.96774,1.974,14.226,9.639,62.0745,63.0,17.7,17.6,29.1,73.7,41.7,35.6,0
2022,Akron,13,106.151,102.661,3.48951,0.558,70.96774,1.974,14.226,9.639,62.0745,63.0,17.7,17.6,29.1,73.7,41.7,35.6,2022,UCLA,4,116.076,91.2287,24.8472,0.933,78.125,2.209,79.66,27.038,65.5444,66.8,13.4,19.7,31.9,75.2,31.5,35.2,1
2022,Texas,6,111.812,91.4059,20.4063,0.918,65.625,2.664,78.557,35.097,63.0969,64.1,18.2,23.3,31.9,70.0,36.0,32.3,2022,Virginia Tech,11,114.268,96.4045,17.8634,0.898,65.71429,2.136,20.673,28.436,62.9067,64.0,17.0,18.8,28.1,73.9,41.4,39.3,0
2022,Virginia Tech,11,114.268,96.4045,17.8634,0.898,65.71429,2.136,20.673,28.436,62.9067,64.0,17.0,18.8,28.1,73.9,41.4,39.3,2022,Texas,6,111.812,91.4059,20.4063,0.918,65.625,2.664,78.557,35.097,63.0969,64.1,18.2,23.3,31.9,70.0,36.0,32.3,1
2022,Purdue,3,121.268,98.9804,22.2872,0.933,79.41176,1.778,60.487,30.201,65.764,66.8,17.3,14.1,35.2,76.4,39.1,39.1,2022,Yale,14,101.474,99.2392,2.23432,0.541,62.06897,1.898,9.416,14.651,68.6807,69.8,18.3,18.2,25.6,73.5,36.3,32.9,0
2022,Yale,14,101.474,99.2392,2.23432,0.541,62.06897,1.898,9.416,14.651,68.6807,69.8,18.3,18.2,25.6,73.5,36.3,32.9,2022,Purdue,3,121.268,98.9804,22.2872,0.933,79.41176,1.778,60.487,30.201,65.764,66.8,17.3,14.1,35.2,76.4,39.1,39.1,1
2022,Murray St.,7,111.518,95.1287,16.389,0.838,93.10345,2.121,18.119,12.852,65.7834,67.0,17.1,21.0,35.5,74.6,37.7,34.7,2022,San Francisco,10,110.756,92.3886,18.3679,0.877,71.875,2.568,3.516,24.113,68.6767,69.8,18.1,18.5,30.3,76.2,44.4,34.7,0
2022,San Francisco,10,110.756,92.3886,18.3679,0.877,71.875,2.568,3.516,24.113,68.6767,69.8,18.1,18.5,30.3,76.2,44.4,34.7,2022,Murray St.,7,111.518,95.1287,16.389,0.838,93.10345,2.121,18.119,12.852,65.7834,67.0,17.1,21.0,35.5,74.6,37.7,34.7,1
2022,Kentucky,2,120.191,93.5959,26.5948,0.939,78.78788,1.856,74.515,32.472,67.3275,68.7,16.6,17.4,37.8,75.1,28.1,34.9,2022,Saint Peter's,15,98.7512,94.4758,4.27548,0.604,62.06897,1.895,0.2,12.317,65.9614,66.8,20.8,20.9,31.5,72.0,30.3,34.8,1
2022,Saint Peter's,15,98.7512,94.4758,4.27548,0.604,62.06897,1.895,0.2,12.317,65.9614,66.8,20.8,20.9,31.5,72.0,30.3,34.8,2022,Kentucky,2,120.191,93.5959,26.5948,0.939,78.78788,1.856,74.515,32.472,67.3275,68.7,16.6,17.4,37.8,75.1,28.1,34.9,0
2022,Arizona,1,119.64,92.431,27.2089,0.943,91.17647,1.191,69.26,24.936,72.1752,73.4,18.0,17.7,34.5,71.7,35.7,35.4,2022,Wright St.,16,106.365,107.231,-0.86607,0.427,60.60606,1.581,9.944,8.923,68.4334,69.6,17.9,18.4,31.3,70.0,32.5,33.0,0
2022,Wright St.,16,106.365,107.231,-0.86607,0.427,60.60606,1.581,9.944,8.923,68.4334,69.6,17.9,18.4,31.3,70.0,32.5,33.0,2022,Arizona,1,119.64,92.431,27.2089,0.943,91.17647,1.191,69.26,24.936,72.1752,73.4,18.0,17.7,34.5,71.7,35.7,35.4,1
2022,Seton Hall,8,108.487,93.5199,14.967,0.826,66.66667,2.526,67.935,28.752,67.2574,68.6,17.5,18.5,32.7,70.9,35.6,33.3,2022,TCU,9,108.261,93.3525,14.909,0.841,62.5,1.734,65.515,36.146,65.834,66.9,21.6,18.4,37.8,73.9,32.0,30.3,1
2022,TCU,9,108.261,93.3525,14.909,0.841,62.5,1.734,65.515,36.146,65.834,66.9,21.6,18.4,37.8,73.9,32.0,30.3,2022,Seton Hall,8,108.487,93.5199,14.967,0.826,66.66667,2.526,67.935,28.752,67.2574,68.6,17.5,18.5,32.7,70.9,35.6,33.3,0
2022,Houston,5,117.348,90.8508,26.4976,0.96,85.29412,2.179,51.79,22.655,63.8376,65.1,17.1,21.7,37.8,72.7,39.1,34.1,2022,UAB,12,112.489,98.456,14.0333,0.807,78.125,2.645,28.246,14.007,68.7871,69.9,16.3,21.4,33.4,72.6,32.7,38.3,0
2022,UAB,12,112.489,98.456,14.0333,0.807,78.125,2.645,28.246,14.007,68.7871,69.9,16.3,21.4,33.4,72.6,32.7,38.3,2022,Houston,5,117.348,90.8508,26.4976,0.96,85.29412,2.179,51.79,22.655,63.8376,65.1,17.1,21.7,37.8,72.7,39.1,34.1,1
2022,Illinois,4,113.725,94.138,19.5866,0.908,70.96774,2.241,54.781,30.786,67.0758,68.1,17.7,15.6,33.4,74.2,42.7,36.7,2022,Chattanooga,13,110.028,98.756,11.2724,0.751,78.125,2.605,20.793,14.52,64.6362,65.6,17.0,18.0,32.7,73.7,39.3,34.1,0
2022,Chattanooga,13,110.028,98.756,11.2724,0.751,78.125,2.605,20.793,14.52,64.6362,65.6,17.0,18.0,32.7,73.7,39.3,34.1,2022,Illinois,4,113.725,94.138,19.5866,0.908,70.96774,2.241,54.781,30.786,67.0758,68.1,17.7,15.6,33.4,74.2,42.7,36.7,1
2022,Colorado St.,6,114.159,98.3029,15.8566,0.818,82.75862,2.004,19.502,22.01,65.0792,66.4,15.1,18.4,21.9,75.1,39.0,35.7,2022,Michigan,11,114.207,98.5588,15.6481,0.868,54.83871,1.413,72.575,34.033,66.285,67.2,17.1,15.0,31.2,76.2,32.3,34.0,1
2022,Michigan,11,114.207,98.5588,15.6481,0.868,54.83871,1.413,72.575,34.033,66.285,67.2,17.1,15.0,31.2,76.2,32.3,34.0,2022,Colorado St.,6,114.159,98.3029,15.8566,0.818,82.75862,2.004,19.502,22.01,65.0792,66.4,15.1,18.4,21.9,75.1,39.0,35.7,0
2022,Tennessee,3,111.439,86.1987,25.2399,0.938,78.78788,1.362,69.805,34.071,67.1668,68.3,18.0,22.9,32.8,72.6,40.7,35.8,2022,Longwood,14,106.108,103.624,2.48399,0.582,78.57143,2.05,4.353,8.664,66.0454,66.8,18.2,20.1,33.6,75.5,37.2,38.6,0
2022,Longwood,14,106.108,103.624,2.48399,0.582,78.57143,2.05,4.353,8.664,66.0454,66.8,18.2,20.1,33.6,75.5,37.2,38.6,2022,Tennessee,3,111.439,86.1987,25.2399,0.938,78.78788,1.362,69.805,34.071,67.1668,68.3,18.0,22.9,32.8,72.6,40.7,35.8,1
2022,Ohio St.,7,116.627,100.804,15.8224,0.857,63.33333,1.936,66.738,29.666,64.9727,66.2,16.7,15.3,28.8,71.4,39.7,37.3,2022,Loyola Chicago,10,110.891,93.196,17.6948,0.849,77.41935,2.525,5.155,19.04,64.5889,65.6,18.4,19.9,25.1,76.1,43.1,38.0,0
2022,Loyola Chicago,10,110.891,93.196,17.6948,0.849,77.41935,2.525,5.155,19.04,64.5889,65.6,18.4,19.9,25.1,76.1,43.1,38.0,2022,Ohio St.,7,116.627,100.804,15.8224,0.857,63.33333,1.936,66.738,29.666,64.9727,66.2,16.7,15.3,28.8,71.4,39.7,37.3,1
2022,Villanova,2,117.95,93.8397,24.1107,0.934,78.78788,2.392,69.071,31.835,62.55,63.6,15.5,18.8,30.9,72.0,46.0,35.9,2022,Delaware,15,106.849,104.566,2.283,0.597,63.63636,2.079,13.46,12.584,66.6342,67.6,18.4,18.5,26.8,68.8,38.2,35.0,0
2022,Delaware,15,106.849,104.566,2.283,0.597,63.63636,2.079,13.46,12.584,66.6342,67.6,18.4,18.5,26.8,68.8,38.2,35.0,2022,Villanova,2,117.95,93.8397,24.1107,0.934,78.78788,2.392,69.071,31.835,62.55,63.6,15.5,18.8,30.9,72.0,46.0,35.9,1
2022,Kansas,1,119.389,93.8965,25.492,0.951,82.35294,2.082,77.998,36.398,69.0976,70.1,17.8,18.4,33.4,71.1,33.8,35.5,2022,Texas Southern,16,98.1424,99.4749,-1.33245,0.45,60.0,2.813,16.145,11.938,67.6207,68.7,21.4,17.4,33.8,71.8,31.4,31.7,0
2022,Texas Southern,16,98.1424,99.4749,-1.33245,0.45,60.0,2.813,16.145,11.938,67.6207,68.7,21.4,17.4,33.8,71.8,31.4,31.7,2022,Kansas,1,119.389,93.8965,25.492,0.951,82.35294,2.082,77.998,36.398,69.0976,70.1,17.8,18.4,33.4,71.1,33.8,35.5,1
2022,San Diego St.,8,104.106,85.9549,18.151,0.863,74.19355,2.481,31.863,23.962,65.2809,66.2,19.3,21.7,29.6,73.0,30.8,35.8,2022,Creighton,9,105.588,92.1195,13.4685,0.801,66.66667,1.319,67.849,27.539,66.8916,67.9,20.5,15.5,28.6,71.6,38.2,30.7,1
2022,Creighton,9,105.588,92.1195,13.4685,0.801,66.66667,1.319,67.849,27.539,66.8916,67.9,20.5,15.5,28.6,71.6,38.2,30.7,2022,San Diego St.,8,104.106,85.9549,18.151,0.863,74.19355,2.481,31.863,23.962,65.2809,66.2,19.3,21.7,29.6,73.0,30.8,35.8,0
2022,Iowa,5,121.548,98.0208,23.5269,0.922,74.28571,1.681,43.723,28.129,69.5965,70.8,12.9,19.3,32.2,69.8,39.2,36.8,2022,Richmond,12,109.146,99.3205,9.82501,0.716,65.71429,2.623,15.581,19.541,66.8627,67.8,14.4,18.9,22.4,72.8,42.0,33.8,1
2022,Richmond,12,109.146,99.3205,9.82501,0.716,65.71429,2.623,15.581,19.541,66.8627,67.8,14.4,18.9,22.4,72.8,42.0,33.8,2022,Iowa,5,121.548,98.0208,23.5269,0.922,74.28571,1.681,43.723,28.129,69.5965,70.8,12.9,19.3,32.2,69.8,39.2,36.8,0
2022,Providence,4,111.929,98.0491,13.8797,0.835,83.33333,2.733,42.028,25.783,65.193,66.5,17.3,15.8,30.5,72.0,38.1,34.3,2022,South Dakota St.,13,116.763,105.32,11.4429,0.761,87.5,2.058,0.603,11.018,69.4008,70.7,15.3,15.8,24.0,75.8,34.3,44.2,0
2022,South Dakota St.,13,116.763,105.32,11.4429,0.761,87.5,2.058,0.603,11.018,69.4008,70.7,15.3,15.8,24.0,75.8,34.3,44.2,2022,Providence,4,111.929,98.0491,13.8797,0.835,83.33333,2.733,42.028,25.783,65.193,66.5,17.3,15.8,30.5,72.0,38.1,34.3,1
2022,LSU,6,107.64,88.5581,19.0816,0.891,66.66667,1.196,72.652,30.073,68.6446,69.8,20.4,25.3,33.7,68.8,34.6,31.9,2022,Iowa St.,11,104.382,90.4362,13.9459,0.849,62.5,2.195,47.374,36.278,66.0731,67.3,20.4,24.5,28.2,71.5,37.4,32.1,1
2022,Iowa St.,11,104.382,90.4362,13.9459,0.849,62.5,2.195,47.374,36.278,66.0731,67.3,20.4,24.5,28.2,71.5,37.4,32.1,2022,LSU,6,107.64,88.5581,19.0816,0.891,66.66667,1.196,72.652,30.073,68.6446,69.8,20.4,25.3,33.7,68.8,34.6,31.9,0
2022,Wisconsin,3,110.398,94.8142,15.5839,0.863,77.41935,1.462,62.378,31.803,66.466,67.5,12.7,16.9,25.8,76.0,36.0,31.3,2022,Colgate,14,108.276,104.059,4.21729,0.576,66.66667,2.413,0.2,9.704,67.2561,68.2,16.9,16.2,26.5,75.2,42.0,40.2,0
2022,Colgate,14,108.276,104.059,4.21729,0.576,66.66667,2.413,0.2,9.704,67.2561,68.2,16.9,16.2,26.5,75.2,42.0,40.2,2022,Wisconsin,3,110.398,94.8142,15.5839,0.863,77.41935,1.462,62.378,31.803,66.466,67.5,12.7,16.9,25.8,76.0,36.0,31.3,1
2022,USC,7,110.473,96.0232,14.4494,0.816,78.78788,2.119,59.267,24.007,66.022,67.1,17.7,14.7,33.8,72.8,32.0,35.4,2022,Miami FL,10,114.756,102.136,12.6207,0.813,69.69697,2.424,65.462,27.253,67.2783,68.5,14.2,20.3,23.4,69.7,35.9,35.3,1
2022,Miami FL,10,114.756,102.136,12.6207,0.813,69.69697,2.424,65.462,27.253,67.2783,68.5,14.2,20.3,23.4,69.7,35.9,35.3,2022,USC,7,110.473,96.0232,14.4494,0.816,78.78788,2.119,59.267,24.007,66.022,67.1,17.7,14.7,33.8,72.8,32.0,35.4,0
2022,Auburn,2,113.602,89.1491,24.453,0.933,84.375,1.348,61.608,27.557,70.0205,71.0,16.7,20.7,33.2,70.7,39.9,32.0,2022,Jacksonville St.,15,105.325,103.083,2.24147,0.564,65.51724,2.546,6.265,10.698,65.1165,66.2,20.0,17.1,28.3,73.8,42.7,38.2,0
2022,Jacksonville St.,15,105.325,103.083,2.24147,0.564,65.51724,2.546,6.265,10.698,65.1165,66.2,20.0,17.1,28.3,73.8,42.7,38.2,2022,Auburn,2,113.602,89.1491,24.453,0.933,84.375,1.348,61.608,27.557,70.0205,71.0,16.7,20.7,33.2,70.7,39.9,32.0,1
2022,Gonzaga,1,121.805,88.836,32.9688,0.973,89.65517,1.559,86.976,24.951,72.4831,73.8,15.9,17.0,29.0,77.0,35.4,37.9,2022,Memphis,9,110.368,94.1479,16.2198,0.875,67.74194,1.725,80.073,26.062,70.2976,71.5,22.9,20.9,37.5,69.0,30.8,35.9,0
2022,Memphis,9,110.368,94.1479,16.2198,0.875,67.74194,1.725,80.073,26.062,70.2976,71.5,22.9,20.9,37.5,69.0,30.8,35.9,2022,Gonzaga,1,121.805,88.836,32.9688,0.973,89.65517,1.559,86.976,24.951,72.4831,73.8,15.9,17.0,29.0,77.0,35.4,37.9,1
2022,New Mexico St.,12,107.805,97.7021,10.1026,0.726,79.31034,2.364,16.577,14.913,66.1724,67.3,20.7,16.9,33.3,73.8,41.1,33.0,2022,Arkansas,4,111.072,92.0511,19.0214,0.88,75.75758,2.292,47.294,27.25,70.59,71.7,17.4,20.6,30.9,74.2,34.3,30.7,1
2022,Arkansas,4,111.072,92.0511,19.0214,0.88,75.75758,2.292,47.294,27.25,70.59,71.7,17.4,20.6,30.9,74.2,34.3,30.7,2022,New Mexico St.,12,107.805,97.7021,10.1026,0.726,79.31034,2.364,16.577,14.913,66.1724,67.3,20.7,16.9,33.3,73.8,41.1,33.0,0
2022,Notre Dame,11,111.997,98.3632,13.6336,0.836,67.74194,2.393,72.248,27.584,65.7294,66.6,15.5,15.0,22.1,76.0,43.1,37.8,2022,Texas Tech,3,109.701,85.0595,24.641,0.943,73.52941,2.456,22.03,35.796,66.455,67.4,20.3,23.6,33.3,73.9,34.4,31.4,1
2022,Texas Tech,3,109.701,85.0595,24.641,0.943,73.52941,2.456,22.03,35.796,66.455,67.4,20.3,23.6,33.3,73.9,34.4,31.4,2022,Notre Dame,11,111.997,98.3632,13.6336,0.836,67.74194,2.393,72.248,27.584,65.7294,66.6,15.5,15.0,22.1,76.0,43.1,37.8,0
